1511936993632,64,86,158,195
1511937013633,81,88,168,202
1511937033622,87,90,150,198
1511937053650,78,71,143,202
1511937073629,58,70,148,188
1511937093632,65,81,160,187
1511937113633,71,79,168,193
1511937133604,97,71,147,184
1511937153605,86,90,144,190
1511937173593,54,97,146,197
1511937193606,65,90,159,213
1511937213593,55,73,178,209
1511937233591,70,92,170,203
1511937253626,89,72,163,209
1511937273603,89,77,159,182
1511937293603,88,82,133,204
1511937313603,88,80,151,204
1511937333588,88,74,142,192
1511937353600,97,88,142,204
1511937373597,81,74,146,206
1511937393597,71,79,155,206
1511937413610,68,69,148,189
1511937433586,67,53,156,176
1511937453585,68,94,155,191
1511937473583,77,98,154,199
1511937493597,96,63,149,189
1511937513602,110,49,154,185
1511937533589,108,88,149,180
1511937553605,112,98,139,175
1511937573610,93,105,147,194
1511937593616,102,88,159,204
1511937613614,67,50,164,216
1511937633628,50,59,177,200
1511937653632,59,57,171,191
1511937673626,73,90,154,197
1511937693642,83,76,140,190
1511937713647,82,75,158,206
1511937733657,67,76,156,187
1511937753646,92,57,138,193
1511937773663,69,63,139,190
1511937793667,68,80,123,184
1511937813673,66,73,152,185
1511937833703,92,81,158,197
1511937853713,90,51,144,193
1511937873698,82,71,129,195
1511937893702,96,66,138,189
1511937913708,91,72,167,189
1511937933712,82,72,151,206
1511937953723,77,84,164,189
1511937973713,88,76,142,188
1511937993730,65,72,157,194
1511938013729,88,83,142,191
1511938033717,97,95,140,190
1511938053717,75,88,161,189
1511938073722,77,87,165,196
1511938093731,80,75,159,187
1511938113751,80,99,156,198
1511938133722,71,101,136,191
1511938153741,78,76,149,188
1511938173725,85,77,158,200
1511938193746,56,78,135,191
1511938213750,78,82,155,201
1511938233730,92,59,144,208
1511938253750,64,51,133,199
1511938273739,43,44,136,211
1511938293742,54,42,133,204
1511938313755,74,57,143,180
1511938333746,81,71,152,209
1511938353748,79,54,152,201
1511938373736,87,62,161,202
1511938393765,56,79,148,185
1511938413752,72,65,136,196
1511938433761,69,41,132,198
1511938453747,54,52,132,189
1511938473748,59,56,150,175
1511938493755,68,72,154,196
1511938513744,54,67,139,181
1511938533778,63,59,147,197
1511938553769,67,55,133,212
1511938573745,59,56,143,206
1511938593762,47,73,154,194
1511938613749,69,81,160,196
1511938633747,65,87,154,197
1511938653747,77,93,140,209
1511938673750,58,70,137,199
1511938693731,59,70,129,196
1511938713749,70,83,156,196
1511938733735,75,80,127,209
1511938753731,73,69,117,197
1511938773727,62,93,157,192
1511938793743,73,88,161,187
1511938813722,49,80,161,184
1511938833713,49,88,167,189
1511938853721,69,87,154,186
1511938873718,69,90,166,188
1511938893740,76,73,150,195
1511938913722,49,85,157,200
1511938933726,78,98,167,198
1511938953713,86,94,153,197
1511938973722,69,90,143,194
1511938993707,80,78,158,195
1511939013722,81,82,160,185
1511939033717,80,87,153,185
1511939053720,66,81,169,197
1511939073722,87,87,170,221
1511939093706,91,89,157,204
1511939113729,92,100,143,194
1511939133716,69,102,158,202
1511939153717,74,99,161,204
1511939173714,60,86,149,205
1511939193715,74,77,158,204
1511939213720,68,68,173,202
1511939233683,75,61,172,198
1511939253710,60,63,170,196
1511939273718,65,89,171,178
1511939293720,84,89,152,201
1511939313731,77,88,131,208
1511939333717,77,104,140,203
1511939353731,84,87,126,209
1511939373727,71,97,152,219
1511939393682,79,89,149,208
1511939413695,78,110,142,202
1511939433682,58,105,154,202
1511939453690,80,88,145,208
1511939473692,107,85,160,210
1511939493691,102,111,163,192
1511939513727,57,83,159,196
1511939533728,65,76,158,193
1511939553727,52,58,155,214
1511939573715,68,67,158,208
1511939593701,80,63,169,211
1511939613704,59,65,160,198
1511939633737,64,46,176,194
1511939653708,53,71,164,200
1511939673714,69,97,154,197
1511939693717,70,92,144,197
1511939713708,67,78,153,187
1511939733681,56,66,160,193
1511939753698,52,70,140,196
1511939773678,57,66,155,206
1511939793707,54,78,159,219
1511939813693,61,62,159,192
1511939833709,54,67,141,190
1511939853698,66,85,144,190
1511939873697,80,67,145,197
1511939893690,96,65,174,197
1511939913705,80,95,164,203
1511939933716,73,105,126,190
1511939953694,51,91,141,192
1511939973710,58,64,162,199
1511939993691,53,68,153,200
1511940013692,78,62,124,179
1511940033692,89,73,124,194
1511940053708,69,58,138,199
1511940073700,70,58,139,191
1511940093679,62,69,164,193
1511940113711,62,77,148,176
1511940133701,75,70,149,171
1511940153681,83,71,159,184
1511940173679,73,65,143,210
1511940193701,73,68,153,210
1511940213703,60,76,156,215
1511940233704,70,65,150,212
1511940253708,79,84,168,209
1511940273699,66,92,162,197
1511940293680,64,87,171,208
1511940313714,78,60,141,207
1511940333708,85,57,133,203
1511940353692,50,69,139,199
1511940373696,54,93,153,202
1511940393701,66,92,144,185
1511940413685,79,88,130,193
1511940433700,75,80,125,199
1511940453700,60,108,141,197
1511940473702,83,100,146,199
1511940493703,96,93,142,190
1511940513693,67,93,144,178
1511940533696,64,94,173,200
1511940553698,64,116,168,206
1511940573713,77,100,158,198
1511940593700,101,87,144,207
1511940613696,86,107,149,200
1511940633714,73,105,155,200
1511940653696,77,94,164,204
1511940673715,84,96,166,190
1511940693710,108,112,166,186
1511940713715,95,104,163,201
1511940733712,67,92,158,199
1511940753704,91,113,152,194
1511940773718,79,130,176,196
1511940793712,91,109,165,210
1511940813726,85,104,172,196
1511940833718,121,92,157,204
1511940853714,101,99,177,203
1511940873712,79,106,156,208
1511940893732,74,90,153,198
1511940913733,94,112,148,215
1511940933721,95,114,145,206
1511940953724,87,128,152,192
1511940973730,75,123,171,177
1511940993721,76,101,162,191
1511941013735,89,109,177,207
1511941033723,76,106,155,187
1511941053744,68,111,137,186
1511941073720,68,108,152,199
1511941093723,89,114,147,210
1511941113716,65,111,162,205
1511941133736,59,121,181,192
1511941153724,99,115,158,203
1511941173742,93,101,145,209
1511941193715,73,86,171,183
1511941213738,99,117,179,207
1511941233717,126,116,165,199
1511941253735,129,98,169,195
1511941273728,126,100,177,209
1511941293721,67,113,167,212
1511941313738,85,107,170,195
1511941333721,132,120,193,211
1511941353736,130,113,169,218
1511941373721,103,89,164,200
1511941393742,76,79,178,189
1511941413731,85,82,159,204
1511941433724,102,62,159,201
1511941453733,91,66,153,205
1511941473737,57,87,177,213
1511941493726,59,92,162,205
1511941513733,83,63,162,191
1511941533730,57,73,152,200
1511941553732,55,65,170,206
1511941573743,57,52,169,189
1511941593730,55,52,171,184
1511941613727,46,76,160,192
1511941633746,42,84,155,199
1511941653736,103,68,156,205
1511941673746,85,69,168,193
1511941693741,60,65,159,186
1511941713760,54,87,174,190
1511941733752,89,82,156,204
1511941753759,86,68,128,213
1511941773761,96,62,127,211
1511941793757,96,67,126,193
1511941813765,73,72,140,196
1511941833792,60,71,153,190
1511941853769,68,55,163,198
1511941873773,79,64,154,199
1511941893767,74,99,153,209
1511941913799,86,83,166,205
1511941933802,88,75,161,188
1511941953782,92,85,153,188
1511941973782,87,99,161,196
1511941993785,88,78,158,198
1511942013790,82,65,160,195
1511942033794,81,64,175,204
1511942053792,88,71,146,208
1511942073814,73,86,160,188
1511942093759,61,84,176,175
1511942113799,56,86,174,185
1511942133802,75,92,152,190
1511942153793,79,83,147,187
1511942173812,69,53,149,189
1511942193804,84,68,154,199
1511942213814,84,96,152,209
1511942233793,79,104,158,197
1511942253807,77,81,162,199
1511942273812,67,94,155,174
1511942293801,90,89,139,183
1511942313807,97,82,156,202
1511942333814,88,67,137,206
1511942353805,78,84,135,201
1511942373809,72,82,152,191
1511942393801,69,79,161,200
1511942413824,72,89,149,194
1511942433808,67,77,163,200
1511942453813,70,70,164,205
1511942473816,89,68,131,197
1511942493806,86,102,127,196
1511942513825,78,69,138,205
1511942533808,88,52,155,210
1511942553843,75,53,134,210
1511942573834,75,69,144,196
1511942593825,57,83,159,184
1511942613822,47,82,127,202
1511942633814,66,63,146,214
1511942653836,68,57,155,192
1511942673824,69,62,163,207
1511942693829,66,61,152,198
1511942713816,87,57,127,200
1511942733824,75,59,155,206
1511942753828,52,51,149,194
1511942773805,71,67,170,203
1511942793831,109,106,171,221
1511942813809,79,108,155,196
1511942833826,75,90,130,176
1511942853815,71,87,149,175
1511942873786,71,77,158,189
1511942893818,79,69,143,199
1511942913820,63,68,148,192
1511942933808,111,79,149,200
1511942953830,89,72,156,187
1511942973820,62,68,160,192
1511942993814,52,52,140,213
1511943013819,48,63,137,192
1511943033836,63,47,152,193
1511943053822,59,74,151,175
1511943073825,64,73,159,182
1511943093814,69,62,162,165
1511943113834,75,55,141,221
1511943133811,72,79,118,194
1511943153841,57,71,146,195
1511943173825,67,68,159,185
1511943193826,80,59,158,190
1511943213835,71,67,138,189
1511943233824,51,61,158,192
1511943253814,44,72,148,184
1511943273836,65,101,160,205
1511943293817,83,85,161,211
1511943313835,65,90,158,194
1511943333825,73,77,134,193
1511943353827,84,105,153,201
1511943373816,63,103,138,210
1511943393838,72,114,125,188
1511943413826,76,101,148,186
1511943433824,79,111,165,211
1511943453825,89,92,167,194
1511943473831,72,97,170,198
1511943493834,71,109,146,197
1511943513819,94,86,157,189
1511943533845,102,99,156,190
1511943553822,104,122,165,209
1511943573839,110,94,153,186
1511943593844,117,110,153,205
1511943613831,73,104,149,209
1511943633836,59,90,162,192
1511943653840,70,72,174,184
1511943673827,90,61,181,188
1511943693820,104,58,161,199
1511943713851,85,49,152,199
1511943733823,68,56,127,206
1511943753826,72,67,149,195
1511943773827,67,58,158,180
1511943793816,60,50,150,193
1511943813831,45,57,146,188
1511943833822,52,65,140,186
1511943853823,74,72,144,197
1511943873808,57,76,147,190
1511943893815,71,88,133,206
1511943913820,65,74,137,207
1511943933820,65,71,159,211
1511943953810,48,76,154,201
1511943973809,57,75,138,203
1511943993815,46,72,125,206
1511944013825,57,76,133,183
1511944033811,67,92,148,194
1511944053830,58,82,151,185
1511944073813,67,94,135,207
1511944093804,65,80,144,204
1511944113821,63,75,139,199
1511944133799,50,74,139,187
1511944153822,65,88,152,203
1511944173805,71,88,141,200
1511944193812,70,79,140,188
1511944213800,75,58,159,190
1511944233816,65,80,146,193
1511944253806,80,69,158,188
1511944273805,86,96,173,192
1511944293801,81,86,162,203
1511944313819,114,64,147,208
1511944333806,94,82,159,217
1511944353812,75,86,142,202
1511944373811,79,98,156,188
1511944393807,111,86,156,196
1511944413809,80,60,158,200
1511944433814,95,73,169,201
1511944453805,89,86,179,191
1511944473820,100,81,167,187
1511944493804,109,88,160,203
1511944513824,121,79,134,206
1511944533810,103,85,155,202
1511944553815,83,111,155,188
1511944573815,77,96,140,184
1511944593819,64,84,142,196
1511944613805,77,51,152,191
1511944633837,76,74,159,197
1511944653813,60,56,145,206
1511944673812,74,68,122,202
1511944693816,96,73,141,195
1511944713820,77,84,130,207
1511944733824,75,62,159,204
1511944753814,83,66,141,200
1511944773814,63,74,149,203
1511944793827,102,78,160,205
1511944813815,71,67,148,189
1511944833818,74,78,161,207
1511944853808,89,57,175,198
1511944873840,104,57,158,188
1511944893815,96,75,154,199
1511944913833,87,70,145,192
1511944933820,101,87,154,193
1511944953824,102,76,155,204
1511944973811,96,81,155,211
1511944993832,98,84,165,199
1511945013823,97,69,174,201
1511945033814,99,80,172,217
1511945053819,93,94,174,212
1511945073803,86,92,178,203
1511945093831,102,83,162,210
1511945113828,107,86,173,192
1511945133834,92,86,161,202
1511945153825,91,95,139,201
1511945173830,110,87,166,198
1511945193837,80,58,170,196
1511945213824,105,77,167,196
1511945233831,100,92,170,204
1511945253798,114,101,148,205
1511945273823,110,127,141,209
1511945293806,106,120,146,219
1511945313821,98,76,143,197
1511945333822,96,60,162,195
1511945353810,96,59,158,199
1511945373810,110,66,164,207
1511945393814,103,57,166,197
1511945413807,101,65,160,201
1511945433817,118,88,149,202
1511945453832,109,87,166,211
1511945473841,95,103,168,207
1511945493859,116,90,149,199
1511945513855,96,88,162,203
1511945533830,94,113,167,210
1511945553842,102,85,155,199
1511945573833,128,66,162,190
1511945593849,129,91,160,190
1511945613853,102,72,162,182
1511945633841,103,104,169,197
1511945653843,120,118,161,204
1511945673816,125,114,161,205
1511945693850,132,99,162,216
1511945713851,118,92,175,204
1511945733817,95,100,177,214
1511945753853,105,109,174,191
1511945773876,130,98,167,212
1511945793859,124,69,146,215
1511945813863,87,85,135,204
1511945833824,78,97,168,190
1511945853853,43,105,153,194
1511945873864,73,92,149,211
1511945893858,136,64,149,195
1511945913826,92,68,161,195
1511945933864,74,89,154,196
1511945953865,88,84,167,202
1511945973865,79,60,155,196
1511945993868,96,73,152,185
1511946013859,68,60,163,188
1511946033846,61,74,169,205
1511946053856,73,86,154,205
1511946073836,83,63,157,195
1511946093857,68,65,145,183
1511946113859,69,63,135,207
1511946133847,90,69,132,189
1511946153848,70,58,142,193
1511946173852,84,71,164,198
1511946193850,69,69,140,198
1511946213853,70,73,153,194
1511946233846,79,67,141,196
1511946253849,79,72,136,192
1511946273857,75,71,159,187
1511946293848,65,47,160,201
1511946313877,111,68,160,204
1511946333860,84,83,146,198
1511946353862,67,78,143,209
1511946373852,64,65,156,206
1511946393863,58,60,135,195
1511946413877,65,65,115,199
1511946433868,63,55,103,194
1511946453857,57,50,147,183
1511946473872,74,78,146,194
1511946493869,88,80,145,198
1511946513874,96,80,144,203
1511946533862,64,73,138,201
1511946553873,84,72,138,198
1511946573889,85,52,157,206
1511946593875,90,70,149,207
1511946613883,82,93,139,201
1511946633876,98,92,132,217
1511946653897,97,81,167,202
1511946673881,100,74,156,197
1511946693870,110,99,161,205
1511946713885,97,87,144,197
1511946733886,104,57,143,198
1511946753900,113,59,146,198
1511946773902,106,89,162,194
1511946793874,106,94,146,199
1511946813884,103,111,128,215
1511946833888,113,111,133,203
1511946853878,118,73,166,192
1511946873878,108,89,181,205
1511946893901,101,107,152,218
1511946913884,88,116,149,201
1511946933892,100,122,162,201
1511946953893,120,117,147,207
1511946973905,107,105,151,210
1511946993915,81,125,162,195
1511947013906,72,124,162,202
1511947033907,65,108,176,209
1511947053901,107,115,147,198
1511947073915,113,84,152,200
1511947093898,103,77,185,198
1511947113901,98,79,178,194
1511947133913,100,75,151,185
1511947153913,94,115,142,199
1511947173925,79,104,143,220
1511947193905,67,77,154,204
1511947213904,55,104,161,196
1511947233904,78,94,181,202
1511947253906,96,97,163,202
1511947273909,104,83,151,199
1511947293912,65,87,161,198
1511947313903,79,91,167,203
1511947333905,114,80,155,202
1511947353903,93,88,160,210
1511947373907,47,108,152,195
1511947393906,73,85,159,197
1511947413909,82,108,156,203
1511947433911,100,109,151,195
1511947453908,113,108,150,206
1511947473920,53,120,152,204
1511947493925,72,105,171,203
1511947513917,84,113,176,216
1511947533934,127,127,160,206
1511947553930,124,120,145,193
1511947573945,86,108,154,201
1511947593931,58,116,168,198
1511947613939,73,105,153,185
1511947633940,104,106,166,199
1511947653950,104,114,162,216
1511947673936,85,111,170,198
1511947693944,68,109,178,200
1511947713948,83,93,176,192
1511947733930,104,92,164,182
1511947753951,109,120,166,184
1511947773933,92,110,143,192
1511947793939,77,112,154,206
1511947813936,107,107,172,215
1511947833935,103,103,165,210
1511947853931,78,110,156,209
1511947873934,87,92,138,201
1511947893919,69,91,153,205
1511947913913,60,99,165,209
1511947933909,74,101,154,202
1511947953897,90,107,148,196
1511947973903,109,101,148,198
1511947993896,71,110,156,195
1511948013896,81,119,160,196
1511948033881,94,111,157,204
1511948053898,84,92,155,206
1511948073891,92,99,153,215
1511948093886,81,121,161,198
1511948113889,62,106,173,183
1511948133875,98,108,174,219
1511948153888,103,114,151,202
1511948173873,117,113,159,194
1511948193883,84,118,154,198
1511948213885,71,108,168,188
1511948233884,103,110,162,192
1511948253873,89,122,155,218
1511948273884,83,112,180,213
1511948293879,109,101,170,201
1511948313880,124,95,169,190
1511948333878,118,101,162,201
1511948353878,62,117,178,213
1511948373867,67,86,167,206
1511948393880,96,72,170,206
1511948413865,82,85,174,210
1511948433875,84,99,177,203
1511948453875,65,99,160,213
1511948473873,110,103,156,223
1511948493873,109,61,151,210
1511948513862,96,55,164,204
1511948533861,87,79,169,199
1511948553870,78,87,162,214
1511948573872,83,96,155,207
1511948593868,70,108,139,183
1511948613868,73,79,153,168
1511948633857,63,53,166,179
1511948653870,79,65,165,187
1511948673857,76,79,159,179
1511948693865,81,70,167,157
1511948713868,69,91,142,181
1511948733854,72,77,142,196
1511948753867,65,85,165,204
1511948773855,86,71,167,203
1511948793855,71,56,148,206
1511948813861,65,84,148,202
1511948833861,75,86,151,178
1511948853850,84,93,161,176
1511948873849,95,94,160,181
1511948893859,102,99,156,198
1511948913848,86,87,141,196
1511948933856,88,102,141,207
1511948953855,70,93,144,217
1511948973855,82,96,145,195
1511948993855,106,92,169,182
1511949013843,114,89,145,188
1511949033856,85,74,136,201
1511949053853,61,99,158,203
1511949073845,63,91,166,202
1511949093840,83,86,166,196
1511949113853,122,85,150,200
1511949133850,88,97,158,214
1511949153841,64,90,179,194
1511949173839,71,104,157,197
1511949193838,82,72,150,187
1511949213838,106,54,147,193
1511949233848,86,61,153,207
1511949253846,82,85,153,191
1511949273844,51,87,156,183
1511949293848,55,75,158,192
1511949313832,97,71,160,186
1511949333842,110,76,144,181
1511949353841,111,83,145,189
1511949373842,95,77,138,197
1511949393843,92,80,148,201
1511949413832,101,62,147,207
1511949433840,88,66,159,194
1511949453838,94,104,154,217
1511949473847,108,90,147,207
1511949493840,105,77,124,200
1511949513836,87,82,146,203
1511949533839,104,70,152,205
1511949553824,94,77,153,203
1511949573846,93,67,151,218
1511949593825,102,85,135,206
1511949613823,103,90,155,207
1511949633822,108,64,176,205
1511949653833,100,95,150,201
1511949673834,91,77,145,186
1511949693829,94,70,156,192
1511949713831,117,67,180,187
1511949733828,105,55,155,196
1511949753837,97,45,155,205
1511949773829,96,64,169,201
1511949793816,97,66,180,209
1511949813817,100,73,170,207
1511949833834,104,73,161,215
1511949853826,96,93,140,213
1511949873843,110,90,158,201
1511949893847,116,76,178,207
1511949913852,108,57,175,210
1511949933858,113,110,180,210
1511949953862,110,114,180,199
1511949973868,116,117,167,200
1511949993898,78,88,147,186
1511950013916,73,72,156,210
1511950033896,65,63,156,211
1511950053917,73,52,144,213
1511950073901,76,71,147,217
1511950093907,71,84,161,218
1511950113898,83,80,170,194
1511950133911,84,69,155,186
1511950153915,82,77,161,179
1511950173911,69,71,167,201
1511950193921,92,66,163,209
1511950213935,58,85,162,211
1511950233919,60,96,162,205
1511950253932,91,62,157,201
1511950273924,72,61,158,208
1511950293937,58,89,155,203
1511950313941,79,62,156,212
1511950333946,101,58,153,198
1511950353947,75,74,144,203
1511950373955,58,92,151,178
1511950393946,60,115,158,180
1511950413961,84,91,153,182
1511950433959,65,85,145,178
1511950453950,50,64,121,198
1511950473965,62,82,125,206
1511950493952,59,58,145,187
1511950513963,54,76,161,183
1511950533966,61,107,157,180
1511950553970,83,75,140,174
1511950573959,86,54,141,202
1511950593968,67,69,154,197
1511950613969,72,82,158,187
1511950633972,55,78,161,188
1511950653972,49,79,166,182
1511950673975,63,67,157,191
